Country/Region Code,SeriesCode,DESCRIPTION
MNE,MS.MIL.XPND.CN,2005-2006 SIPRI estimates.
MNE,IT.MLT.MAIN.P2,Agency for Telecommunications and Postal Services.
MNE,MS.MIL.XPND.CD,2005-2006 SIPRI estimates.
MNE,IT.NET.USER.ZS,Agency for Telecommunications and Postal Services.
MNE,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
MNE,SM.POP.NETM,Data source: United Nations World Population Prospects
MNE,IT.NET.BBND.P2,Agency for Telecommunications and Postal Services.
MNE,ST.INT.XPND.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
MNE,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
MNE,SP.DYN.LE00.FE.IN,"Data source: Eurostat, Statistical office of Montenegro (MONSTAT), United Nations World Population Prospects"
MNE,SP.DYN.AMRT.MA,Data source: United Nations World Population Prospects
MNE,ST.INT.TVLR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
MNE,SP.POP.GROW,"Data source: For years after 2000, Statistical Office of Montenegro. For years 1960-1999, growth rates of United Nations World Population Prospects were used to estimate backwards."
MNE,ST.INT.TRNR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
MNE,IT.CEL.SETS,Agency for Telecommunications and Postal Services.
MNE,SP.POP.TOTL,"Data source: For years after 2000, Statistical Office of Montenegro. For years 1960-1999, growth rates of United Nations World Population Prospects were used to estimate backwards."
MNE,SM.POP.TOTL,Estimates are derived from data on foreign-born population. 
MNE,SP.DYN.CBRT.IN,"Data source: Eurostat, United Nations World Population Prospects"
MNE,SP.DYN.LE00.MA.IN,"Data source: Eurostat, Statistical office of Montenegro (MONSTAT), United Nations World Population Prospects"
MNE,SP.DYN.TFRT.IN,"Data source: Eurostat, Statistical office of Montenegro (MONSTAT), United Nations World Population Prospects"
MNE,IS.RRS.PASG.KM,Source: OECD
MNE,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
MNG,SP.DYN.AMRT.FE,Data source: United Nations World Population Prospects
MNG,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
MNG,SM.POP.NETM,Data source: United Nations World Population Prospects
MNG,ST.INT.XPND.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
MNG,SP.DYN.LE00.FE.IN,Data source: United Nations World Population Prospects
MNG,SP.DYN.LE00.IN,Data source: United Nations World Population Prospects
MNG,SP.POP.GROW,Data source: United Nations World Population Prospects
MNG,ST.INT.TRNR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
MNG,SM.POP.TOTL,Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. 
MNG,ST.INT.RCPT.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
MNG,SP.DYN.TFRT.IN,Data source: United Nations World Population Prospects
MNG,ST.INT.ARVL,Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.
MNG,IS.RRS.PASG.KM,Source: Internation Union of Railways (UIC)
MNG,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
MNG,SP.DYN.CBRT.IN,Data source: United Nations World Population Prospects
MNG,SP.DYN.LE00.MA.IN,Data source: United Nations World Population Prospects
MNG,SP.POP.TOTL,Data source: United Nations World Population Prospects
MNG,IT.CEL.SETS,Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia.
MNG,ST.INT.TVLR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
MNG,SP.DYN.AMRT.MA,Data source: United Nations World Population Prospects
MNG,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
MNG,IT.NET.BBND.P2,Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia.
MNG,IT.NET.USER.ZS,Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia.
MNG,SP.DYN.CDRT.IN,Data source: United Nations World Population Prospects
MNG,ST.INT.TRNX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
MNG,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2021 are based on reports provided by the country. Short-term debt data for 2021 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). The country is DSSI eligible but did not participating in 2020 nor 2021.
MNG,IT.MLT.MAIN,Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia.
MNG,IT.NET.BBND,Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia.
MNG,IS.RRS.GOOD.MT.K6,Source: Internation Union of Railways (UIC)
MNG,ST.INT.TVLX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
MNG,IT.CEL.SETS.P2,Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia.
MNG,IT.MLT.MAIN.P2,Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia.
MNP,ST.INT.ARVL,Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.
MNP,SP.DYN.CDRT.IN,Data source: United Nations Population and Vital Statistics Report
MNP,IT.NET.BBND,Micronesian Telecommunication Corp. (MTC).
MNP,IT.NET.USER.ZS,Micronesian Telecommunication Corp. (MTC).
MNP,IT.MLT.MAIN,Micronesian Telecommunication Corp. (MTC).
MNP,BM.KLT.DINV.CD.WD,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
MNP,IT.NET.BBND.P2,Micronesian Telecommunication Corp. (MTC).
MNP,ST.INT.RCPT.CD,Compiled from data reported by the country.
MNP,IT.CEL.SETS,Micronesian Telecommunication Corp. (MTC).
MNP,SP.POP.GROW,Data source: United Nations World Population Prospects
MNP,SP.POP.TOTL,Data source: United Nations World Population Prospects
MNP,IT.CEL.SETS.P2,Micronesian Telecommunication Corp. (MTC).
MNP,SM.POP.TOTL,Estimates are derived from data on foreign-born population. 
MNP,IT.MLT.MAIN.P2,Micronesian Telecommunication Corp. (MTC).
MNP,SP.DYN.CBRT.IN,Data source: United Nations Population and Vital Statistics Report
MOZ,ST.INT.ARVL,"Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. 2008: Change of methodology. Until 2007 the data correspond only to 12 border posts. From 2008, the data of all the border posts of the country are used."
MOZ,ST.INT.TRNX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
MOZ,SP.DYN.AMRT.FE,Data source: United Nations World Population Prospects
MOZ,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
MOZ,SP.DYN.CDRT.IN,Data source: United Nations World Population Prospects
MOZ,IT.MLT.MAIN,Telecomunicaçoes de Moçambique (TDM). Instituto Nacional das Comunicações de Moçambique (INCM).
MOZ,SP.DYN.LE00.FE.IN,Data source: United Nations World Population Prospects
MOZ,ST.INT.TVLX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
MOZ,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
MOZ,SP.DYN.AMRT.MA,Data source: United Nations World Population Prospects
MOZ,ST.INT.TRNR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
MOZ,IT.CEL.SETS.P2,Telecomunicaçoes de Moçambique (TDM). Instituto Nacional das Comunicações de Moçambique (INCM).
MOZ,ST.INT.TVLR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
MOZ,SM.POP.TOTL,Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. 
MOZ,SP.DYN.CBRT.IN,Data source: United Nations World Population Prospects
MOZ,IS.RRS.PASG.KM,Source: Internation Union of Railways (UIC)
MOZ,IT.NET.USER.ZS,Telecomunicaçoes de Moçambique (TDM). Instituto Nacional das Comunicações de Moçambique (INCM).
MOZ,MS.MIL.XPND.CD,1977-1998 SIPRI estimates.
MOZ,SP.DYN.TFRT.IN,Data source: United Nations World Population Prospects
MOZ,MS.MIL.XPND.CN,1977-1998 SIPRI estimates.
MOZ,MS.MIL.XPND.ZS,1988-1998 SIPRI estimates.
MOZ,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2021 are based on reports provided by the country. Short-term debt for 2021 is based on data from the BIS. Data include HIPC and MDRI debt relief. DSSI eligible and participating in 2020 and 2021.
MOZ,IT.NET.BBND.P2,Telecomunicaçoes de Moçambique (TDM). Instituto Nacional das Comunicações de Moçambique (INCM).
MOZ,IT.NET.BBND,Telecomunicaçoes de Moçambique (TDM). Instituto Nacional das Comunicações de Moçambique (INCM).
MOZ,SP.POP.GROW,Data source: United Nations World Population Prospects
MOZ,ST.INT.XPND.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
MOZ,IS.RRS.GOOD.MT.K6,Source: Internation Union of Railways (UIC)
MOZ,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
MOZ,SM.POP.NETM,Data source: United Nations World Population Prospects
MOZ,SP.POP.TOTL,Data source: United Nations World Population Prospects
MOZ,SP.DYN.LE00.MA.IN,Data source: United Nations World Population Prospects
MOZ,ST.INT.RCPT.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
MOZ,SP.DYN.LE00.IN,Data source: United Nations World Population Prospects
MOZ,IT.CEL.SETS,Telecomunicaçoes de Moçambique (TDM). Instituto Nacional das Comunicações de Moçambique (INCM).
MOZ,IT.MLT.MAIN.P2,Telecomunicaçoes de Moçambique (TDM). Instituto Nacional das Comunicações de Moçambique (INCM).
MRT,IT.MLT.MAIN,Until 2002: Office des Postes et des Télécommunications (OPT). From 2002: Autorité de Régulation.
MRT,IT.NET.USER.ZS,Until 2002: Office des Postes et des Télécommunications (OPT). From 2002: Autorité de Régulation.
MRT,SP.DYN.CDRT.IN,Data source: United Nations World Population Prospects
MRT,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2021 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2021 is based on data from the BIS. Data include the effects of MDRI debt relief. DSSI eligible and participating in 2020 and 2021.
MRT,ST.INT.TRNX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
MRT,IT.NET.BBND,Until 2002: Office des Postes et des Télécommunications (OPT). From 2002: Autorité de Régulation.
MRT,IT.NET.BBND.P2,Until 2002: Office des Postes et des Télécommunications (OPT). From 2002: Autorité de Régulation.
MRT,EG.ELC.RNEW.ZS,Sources: UN Energy Statistics (2014)
MRT,ST.INT.TVLX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1999 country data.
MRT,IS.RRS.GOOD.MT.K6,Source: Internation Union of Railways (UIC)
MRT,SP.DYN.AMRT.MA,Data source: United Nations World Population Prospects
MRT,ST.INT.RCPT.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
MRT,IT.CEL.SETS.P2,Until 2002: Office des Postes et des Télécommunications (OPT). From 2002: Autorité de Régulation.
MRT,SP.POP.TOTL,Data source: United Nations World Population Prospects
MRT,SP.DYN.LE00.IN,Data source: United Nations World Population Prospects
MRT,ST.INT.ARVL,Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders.
MRT,IT.CEL.SETS,Until 2002: Office des Postes et des Télécommunications (OPT). From 2002: Autorité de Régulation.
MRT,IT.MLT.MAIN.P2,Until 2002: Office des Postes et des Télécommunications (OPT). From 2002: Autorité de Régulation.
MRT,IS.RRS.PASG.KM,Source: Internation Union of Railways (UIC)
MRT,SP.DYN.AMRT.FE,Data source: United Nations World Population Prospects
MRT,SP.DYN.LE00.MA.IN,Data source: United Nations World Population Prospects
MRT,ST.INT.TVLR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1999 country data.
